Age,Age_Group,Gender,Gender_Label,Income,Log_Income,Education,Education_Ord,Region_East,Region_North,Region_South,Region_West,Signup_Year,Signup_Month,Signup_Day,Signup_Weekday,Days_Since_Signup,Signup_Channel,Churned
21,Young,Male,1,52500.0,10.868568448579715,Bachelor,1,False,False,False,True,2023,4,22,5,40,Online,0
37,Adult,Female,0,37000.0,10.51867319162636,Master,2,False,False,False,True,2023,5,9,1,23,Online,1
49,Adult,Male,1,10000.0,9.210340371976184,High School,0,False,True,False,False,2023,3,30,3,63,Referral,0
53,Senior,Male,1,17000.0,9.740968623038354,Master,2,False,False,True,False,2023,3,7,1,86,Referral,1
67,Senior,Female,0,42000.0,10.645424897265505,Bachelor,1,False,False,False,True,2023,5,11,3,21,Referral,0
21,Young,Female,0,15000.0,9.615805480084347,High School,0,False,False,True,False,2023,5,2,1,30,Offline,0
44,Adult,Female,0,27000.0,10.203592144986466,High School,0,False,True,False,False,2023,5,29,0,3,Offline,1
34,Adult,Female,0,32000.0,10.373491181781864,Bachelor,1,False,True,False,False,2023,3,25,5,68,Online,1
29,Adult,Female,0,14000.0,9.546812608597396,Bachelor,1,True,False,False,False,2023,4,26,2,36,Offline,1
39,Adult,Male,1,21000.0,9.95227771670556,Bachelor,1,True,False,False,False,2023,4,26,2,36,Online,0
34,Adult,Female,0,4000.0,8.294049640102028,Bachelor,1,True,False,False,False,2023,2,7,1,114,Online,1
27,Adult,Female,0,13000.0,9.472704636443673,Bachelor,1,False,False,False,True,2023,5,23,1,9,Online,0
18,Young,Male,1,19000.0,9.852194258148577,High School,0,False,False,False,True,2023,4,20,3,42,Online,0
39,Adult,Male,1,12000.0,9.392661928770137,Bachelor,1,True,False,False,False,2023,2,15,2,106,Referral,1
43,Adult,Female,0,50000.0,10.819778284410283,High School,0,False,True,False,False,2023,1,25,2,127,Offline,1
35,Adult,Male,1,11000.0,9.305650551780507,High School,0,False,False,True,False,2023,1,21,5,131,Online,0
67,Senior,Female,0,18000.0,9.798127036878302,Bachelor,1,False,False,True,False,2023,5,1,0,31,Online,1
31,Adult,Male,1,24000.0,10.085809109330082,Bachelor,1,False,False,False,True,2023,5,2,1,30,Offline,0
64,Senior,Male,1,45000.0,10.714417768752456,PhD,3,False,False,False,True,2023,5,13,5,19,Online,0
46,Adult,Female,0,11000.0,9.305650551780507,High School,0,True,False,False,False,2023,3,11,5,82,Online,0
29,Adult,Male,1,39000.0,10.571316925111784,Bachelor,1,False,True,False,False,2023,4,23,6,39,Offline,1
53,Senior,Male,1,22000.0,9.998797732340453,Bachelor,1,False,False,True,False,2023,4,17,0,45,Offline,0
52,Senior,Male,1,13000.0,9.472704636443673,Bachelor,1,False,True,False,False,2023,4,22,5,40,Offline,1
69,Senior,Male,1,28000.0,10.239959789157341,PhD,3,True,False,False,False,2023,4,18,1,44,Offline,0
29,Adult,Male,1,24000.0,10.085809109330082,PhD,3,False,True,False,False,2023,2,16,3,105,Online,1
24,Young,Male,1,16000.0,9.680344001221918,Master,2,False,False,False,True,2023,4,1,5,61,Referral,0
46,Adult,Female,0,23000.0,10.043249494911286,High School,0,False,False,False,True,2023,1,18,2,134,Referral,1
28,Adult,Female,0,18000.0,9.798127036878302,Master,2,False,False,True,False,2023,5,29,0,3,Offline,0
50,Adult,Male,1,23000.0,10.043249494911286,Bachelor,1,False,False,False,True,2023,4,14,4,48,Referral,1
23,Young,Female,0,31000.0,10.341742483467284,PhD,3,False,False,True,False,2023,2,9,3,112,Online,1
64,Senior,Female,0,49000.0,10.799575577092764,PhD,3,False,False,True,False,2023,5,18,3,14,Referral,1
32,Adult,Female,0,12000.0,9.392661928770137,Master,2,False,False,True,False,2023,3,30,3,63,Online,0
49,Adult,Male,1,52500.0,10.868568448579715,PhD,3,False,True,False,False,2023,3,2,3,91,Offline,1
68,Senior,Female,0,8000.0,8.987196820661973,Bachelor,1,False,True,False,False,2023,1,5,3,147,Offline,0
28,Adult,Male,1,20000.0,9.903487552536127,PhD,3,False,True,False,False,2023,5,2,1,30,Online,1
40,Adult,Female,0,30000.0,10.308952660644293,Master,2,False,True,False,False,2023,2,24,4,97,Referral,1
43,Adult,Male,1,25000.0,10.126631103850338,Bachelor,1,False,True,False,False,2023,2,6,0,115,Offline,0
51,Senior,Male,1,16000.0,9.680344001221918,Master,2,True,False,False,False,2023,2,25,5,96,Offline,0
63,Senior,Female,0,20000.0,9.903487552536127,PhD,3,False,True,False,False,2023,4,12,2,50,Referral,0
51,Senior,Female,0,17000.0,9.740968623038354,Master,2,True,False,False,False,2023,4,3,0,59,Referral,0
46,Adult,Male,1,16000.0,9.680344001221918,Master,2,False,False,True,False,2023,3,14,1,79,Online,1
21,Young,Female,0,34000.0,10.4341158035983,High School,0,False,False,True,False,2023,2,28,1,93,Referral,0
34,Adult,Female,0,26000.0,10.165851817003619,PhD,3,False,True,False,False,2023,1,2,0,150,Referral,0
52,Senior,Female,0,16000.0,9.680344001221918,PhD,3,False,False,True,False,2023,4,14,4,48,Referral,0
30,Adult,Male,1,35000.0,10.46310334047155,Master,2,False,True,False,False,2023,2,20,0,101,Online,0
58,Senior,Male,1,26000.0,10.165851817003619,High School,0,False,True,False,False,2023,1,30,0,122,Online,0
56,Senior,Female,0,33000.0,10.404262840448617,PhD,3,False,True,False,False,2023,1,11,2,141,Offline,1
32,Adult,Female,0,30000.0,10.308952660644293,Bachelor,1,False,True,False,False,2023,4,18,1,44,Online,0
46,Adult,Female,0,15000.0,9.615805480084347,Master,2,False,False,True,False,2023,3,17,4,76,Offline,1
46,Adult,Male,1,17000.0,9.740968623038354,PhD,3,False,False,True,False,2023,3,31,4,62,Referral,0
28,Adult,Male,1,32000.0,10.373491181781864,Bachelor,1,False,True,False,False,2023,5,3,2,29,Offline,0
69,Senior,Female,0,30000.0,10.308952660644293,PhD,3,True,False,False,False,2023,5,5,4,27,Offline,1
49,Adult,Female,0,22000.0,9.998797732340453,Bachelor,1,True,False,False,False,2023,5,2,1,30,Referral,0
19,Young,Female,0,23000.0,10.043249494911286,Master,2,False,True,False,False,2023,4,4,1,58,Online,0
64,Senior,Female,0,42000.0,10.645424897265505,PhD,3,False,False,True,False,2023,4,13,3,49,Online,0
31,Adult,Female,0,16000.0,9.680344001221918,PhD,3,True,False,False,False,2023,1,31,1,121,Online,0
37,Adult,Female,0,29000.0,10.275051108968611,High School,0,False,True,False,False,2023,2,21,1,100,Online,0
39,Adult,Male,1,20000.0,9.903487552536127,Master,2,False,False,True,False,2023,3,30,3,63,Online,0
28,Adult,Female,0,20000.0,9.903487552536127,Bachelor,1,False,True,False,False,2023,3,17,4,76,Offline,0
44,Adult,Male,1,38000.0,10.545341438708522,PhD,3,True,False,False,False,2023,5,9,1,23,Offline,0
20,Young,Female,0,33000.0,10.404262840448617,PhD,3,True,False,False,False,2023,1,22,6,130,Referral,0
34,Adult,Female,0,33000.0,10.404262840448617,Bachelor,1,True,False,False,False,2023,2,9,3,112,Offline,0
61,Senior,Male,1,42000.0,10.645424897265505,Master,2,False,True,False,False,2023,4,11,1,51,Offline,0
45,Adult,Male,1,22000.0,9.998797732340453,High School,0,True,False,False,False,2023,4,21,4,41,Offline,0
46,Adult,Male,1,31000.0,10.341742483467284,High School,0,False,False,False,True,2023,5,9,1,23,Referral,1
38,Adult,Male,1,19000.0,9.852194258148577,PhD,3,False,False,True,False,2023,3,6,0,87,Online,0
64,Senior,Female,0,26000.0,10.165851817003619,Bachelor,1,False,False,False,True,2023,5,29,0,3,Offline,1
33,Adult,Male,1,21000.0,9.95227771670556,PhD,3,False,True,False,False,2023,3,20,0,73,Referral,0
54,Senior,Female,0,23000.0,10.043249494911286,Bachelor,1,False,False,True,False,2023,1,22,6,130,Referral,1
37,Adult,Male,1,30000.0,10.308952660644293,High School,0,False,False,False,True,2023,4,9,6,53,Referral,0
23,Young,Female,0,15000.0,9.615805480084347,Master,2,False,True,False,False,2023,1,8,6,144,Online,1
36,Adult,Female,0,52500.0,10.868568448579715,Bachelor,1,False,False,True,False,2023,1,17,1,135,Offline,1
22,Young,Female,0,13000.0,9.472704636443673,High School,0,False,False,False,True,2023,1,17,1,135,Online,0
20,Young,Female,0,12000.0,9.392661928770137,PhD,3,False,False,True,False,2023,3,31,4,62,Online,1
18,Young,Female,0,39000.0,10.571316925111784,Bachelor,1,False,True,False,False,2023,5,21,6,11,Online,0
55,Senior,Female,0,33000.0,10.404262840448617,Master,2,False,True,False,False,2023,5,25,3,7,Referral,0
32,Adult,Male,1,30000.0,10.308952660644293,PhD,3,True,False,False,False,2023,3,22,2,71,Referral,1
51,Senior,Female,0,30000.0,10.308952660644293,PhD,3,True,False,False,False,2023,3,19,6,74,Referral,1
52,Senior,Male,1,22000.0,9.998797732340453,High School,0,False,True,False,False,2023,1,6,4,146,Referral,0
66,Senior,Male,1,14000.0,9.546812608597396,Bachelor,1,False,False,True,False,2023,4,20,3,42,Online,0
42,Adult,Female,0,23000.0,10.043249494911286,PhD,3,False,True,False,False,2023,1,14,5,138,Offline,1
41,Adult,Male,1,16000.0,9.680344001221918,Master,2,False,False,True,False,2023,3,13,0,80,Offline,1
29,Adult,Female,0,36000.0,10.491274217438248,Bachelor,1,True,False,False,False,2023,5,23,1,9,Offline,1
35,Adult,Male,1,20000.0,9.903487552536127,Master,2,False,False,True,False,2023,2,23,3,98,Offline,1
32,Adult,Female,0,15000.0,9.615805480084347,PhD,3,False,False,False,True,2023,1,27,4,125,Online,0
61,Senior,Male,1,19000.0,9.852194258148577,Master,2,False,False,True,False,2023,1,13,4,139,Online,1
33,Adult,Female,0,27000.0,10.203592144986466,High School,0,False,True,False,False,2023,3,1,2,92,Online,0
44,Adult,Female,0,17000.0,9.740968623038354,Master,2,False,False,False,True,2023,1,6,4,146,Referral,0
25,Young,Female,0,15000.0,9.615805480084347,Bachelor,1,False,False,True,False,2023,2,27,0,94,Referral,0
63,Senior,Female,0,25000.0,10.126631103850338,Master,2,False,False,False,True,2023,2,18,5,103,Referral,0
42,Adult,Male,1,25000.0,10.126631103850338,Master,2,True,False,False,False,2023,1,26,3,126,Offline,0
34,Adult,Female,0,17000.0,9.740968623038354,High School,0,False,False,False,True,2023,2,16,3,105,Referral,1
46,Adult,Male,1,17000.0,9.740968623038354,Master,2,False,False,False,True,2023,1,5,3,147,Offline,0
25,Young,Male,1,25000.0,10.126631103850338,Master,2,False,False,False,True,2023,1,20,4,132,Referral,0
32,Adult,Male,1,11000.0,9.305650551780507,PhD,3,False,False,False,True,2023,5,14,6,18,Offline,1
44,Adult,Female,0,11000.0,9.305650551780507,PhD,3,False,False,False,True,2023,2,28,1,93,Referral,0
63,Senior,Male,1,15000.0,9.615805480084347,Bachelor,1,False,False,True,False,2023,5,26,4,6,Referral,0
67,Senior,Male,1,20000.0,9.903487552536127,PhD,3,False,False,True,False,2023,5,12,4,20,Online,0
69,Senior,Male,1,26000.0,10.165851817003619,PhD,3,False,True,False,False,2023,1,17,1,135,Offline,1
24,Young,Female,0,46000.0,10.736396675471232,PhD,3,False,False,True,False,2023,1,14,5,138,Referral,0
20,Young,Female,0,34000.0,10.4341158035983,PhD,3,False,False,False,True,2023,1,13,4,139,Online,0
46,Adult,Male,1,20000.0,9.903487552536127,High School,0,False,False,False,True,2023,5,15,0,17,Offline,0
61,Senior,Female,0,22000.0,9.998797732340453,PhD,3,False,False,False,True,2023,5,8,0,24,Online,0
41,Adult,Female,0,13000.0,9.472704636443673,High School,0,True,False,False,False,2023,2,13,0,108,Online,0
20,Young,Male,1,22000.0,9.998797732340453,High School,0,False,False,False,True,2023,4,29,5,33,Offline,0
37,Adult,Male,1,19000.0,9.852194258148577,PhD,3,True,False,False,False,2023,5,23,1,9,Referral,0
63,Senior,Female,0,26000.0,10.165851817003619,Master,2,False,False,False,True,2023,1,19,3,133,Offline,1
32,Adult,Male,1,15000.0,9.615805480084347,High School,0,False,False,False,True,2023,3,4,5,89,Referral,0
42,Adult,Female,0,29000.0,10.275051108968611,Master,2,True,False,False,False,2023,3,22,2,71,Referral,0
47,Adult,Female,0,47000.0,10.757902880692196,Master,2,False,True,False,False,2023,5,27,5,5,Offline,0
31,Adult,Female,0,21000.0,9.95227771670556,PhD,3,True,False,False,False,2023,5,28,6,4,Online,0
24,Young,Female,0,27000.0,10.203592144986466,Bachelor,1,False,False,True,False,2023,4,10,0,52,Offline,1
34,Adult,Female,0,31000.0,10.341742483467284,PhD,3,False,False,False,True,2023,5,2,1,30,Referral,0
61,Senior,Female,0,18000.0,9.798127036878302,Bachelor,1,True,False,False,False,2023,2,13,0,108,Offline,0
37,Adult,Male,1,25000.0,10.126631103850338,Bachelor,1,True,False,False,False,2023,4,14,4,48,Offline,1
53,Senior,Male,1,22000.0,9.998797732340453,PhD,3,False,True,False,False,2023,3,2,3,91,Referral,0
26,Adult,Female,0,23000.0,10.043249494911286,PhD,3,False,False,False,True,2023,5,5,4,27,Online,0
55,Senior,Female,0,15000.0,9.615805480084347,Bachelor,1,False,True,False,False,2023,5,25,3,7,Offline,0
65,Senior,Female,0,22000.0,9.998797732340453,PhD,3,True,False,False,False,2023,3,12,6,81,Referral,0
39,Adult,Male,1,28000.0,10.239959789157341,Bachelor,1,False,False,True,False,2023,4,17,0,45,Referral,0
19,Young,Female,0,46000.0,10.736396675471232,Master,2,True,False,False,False,2023,2,19,6,102,Online,0
41,Adult,Male,1,36000.0,10.491274217438248,PhD,3,False,False,False,True,2023,3,6,0,87,Online,0
25,Young,Female,0,52500.0,10.868568448579715,Master,2,True,False,False,False,2023,4,9,6,53,Offline,1
28,Adult,Female,0,15000.0,9.615805480084347,High School,0,False,False,False,True,2023,2,1,2,120,Online,0
30,Adult,Male,1,34000.0,10.4341158035983,Master,2,False,False,False,True,2023,5,21,6,11,Online,0
34,Adult,Male,1,24000.0,10.085809109330082,Master,2,False,False,True,False,2023,2,27,0,94,Online,0
25,Young,Female,0,52500.0,10.868568448579715,Bachelor,1,False,False,False,True,2023,5,8,0,24,Online,0
38,Adult,Female,0,15000.0,9.615805480084347,Master,2,False,False,False,True,2023,5,22,0,10,Offline,0
35,Adult,Female,0,14000.0,9.546812608597396,PhD,3,False,False,True,False,2023,4,22,5,40,Referral,1
47,Adult,Male,1,16000.0,9.680344001221918,Bachelor,1,False,False,True,False,2023,3,9,3,84,Referral,1
35,Adult,Male,1,8000.0,8.987196820661973,High School,0,False,False,True,False,2023,2,9,3,112,Referral,1
63,Senior,Male,1,17000.0,9.740968623038354,PhD,3,False,True,False,False,2023,5,24,2,8,Referral,1
64,Senior,Male,1,15000.0,9.615805480084347,High School,0,True,False,False,False,2023,5,12,4,20,Referral,0
48,Adult,Male,1,24000.0,10.085809109330082,Master,2,True,False,False,False,2023,3,31,4,62,Referral,0
55,Senior,Male,1,26000.0,10.165851817003619,PhD,3,False,True,False,False,2023,1,28,5,124,Offline,0
49,Adult,Female,0,52500.0,10.868568448579715,PhD,3,True,False,False,False,2023,4,6,3,56,Online,0
28,Adult,Female,0,35000.0,10.46310334047155,High School,0,False,False,False,True,2023,1,31,1,121,Referral,1
62,Senior,Male,1,17000.0,9.740968623038354,PhD,3,False,False,True,False,2023,1,3,1,149,Offline,0
42,Adult,Female,0,14000.0,9.546812608597396,PhD,3,False,True,False,False,2023,5,16,1,16,Referral,1
50,Adult,Female,0,28000.0,10.239959789157341,PhD,3,True,False,False,False,2023,1,24,1,128,Referral,0
55,Senior,Male,1,11000.0,9.305650551780507,Master,2,False,True,False,False,2023,1,15,6,137,Online,1
58,Senior,Female,0,52500.0,10.868568448579715,High School,0,False,True,False,False,2023,2,14,1,107,Online,1
25,Young,Male,1,40000.0,10.596634733096073,PhD,3,False,False,False,True,2023,1,8,6,144,Online,1
28,Adult,Male,1,17000.0,9.740968623038354,Bachelor,1,True,False,False,False,2023,3,12,6,81,Referral,1
39,Adult,Female,0,9000.0,9.104979856318357,Bachelor,1,False,False,False,True,2023,4,18,1,44,Referral,0
68,Senior,Male,1,43000.0,10.668955394675699,Bachelor,1,True,False,False,False,2023,4,25,1,37,Referral,1
41,Adult,Male,1,21000.0,9.95227771670556,Bachelor,1,False,False,False,True,2023,4,13,3,49,Offline,1
58,Senior,Male,1,41000.0,10.621327345686446,Master,2,False,False,False,True,2023,5,5,4,27,Offline,1
34,Adult,Male,1,10000.0,9.210340371976184,PhD,3,False,False,True,False,2023,2,26,6,95,Referral,1
29,Adult,Male,1,16000.0,9.680344001221918,High School,0,False,False,False,True,2023,1,30,0,122,Referral,1
63,Senior,Male,1,22000.0,9.998797732340453,PhD,3,True,False,False,False,2023,5,26,4,6,Referral,1
49,Adult,Male,1,23000.0,10.043249494911286,Master,2,False,False,False,True,2023,4,24,0,38,Offline,0
32,Adult,Male,1,18000.0,9.798127036878302,Bachelor,1,False,True,False,False,2023,4,27,3,35,Referral,1
33,Adult,Female,0,30000.0,10.308952660644293,Master,2,False,False,False,True,2023,3,1,2,92,Offline,0
39,Adult,Female,0,13000.0,9.472704636443673,PhD,3,False,True,False,False,2023,4,8,5,54,Referral,0
45,Adult,Female,0,21000.0,9.95227771670556,High School,0,False,False,True,False,2023,5,6,5,26,Offline,0
37,Adult,Male,1,23000.0,10.043249494911286,Master,2,True,False,False,False,2023,4,4,1,58,Referral,0
50,Adult,Male,1,28000.0,10.239959789157341,High School,0,False,False,False,True,2023,5,14,6,18,Online,0
27,Adult,Female,0,31000.0,10.341742483467284,Master,2,False,False,False,True,2023,5,2,1,30,Online,0
57,Senior,Female,0,13000.0,9.472704636443673,High School,0,True,False,False,False,2023,4,18,1,44,Online,0
49,Adult,Female,0,10000.0,9.210340371976184,High School,0,True,False,False,False,2023,1,4,2,148,Online,0
67,Senior,Male,1,42000.0,10.645424897265505,Bachelor,1,False,True,False,False,2023,4,3,0,59,Referral,0
50,Adult,Female,0,26000.0,10.165851817003619,High School,0,False,True,False,False,2023,1,6,4,146,Online,1
19,Young,Female,0,15000.0,9.615805480084347,Bachelor,1,True,False,False,False,2023,2,1,2,120,Online,1
50,Adult,Male,1,48000.0,10.778956289890028,PhD,3,True,False,False,False,2023,4,16,6,46,Online,1
50,Adult,Female,0,23000.0,10.043249494911286,PhD,3,False,False,False,True,2023,5,26,4,6,Online,1
58,Senior,Male,1,40000.0,10.596634733096073,Bachelor,1,False,True,False,False,2023,1,15,6,137,Online,1
30,Adult,Male,1,23000.0,10.043249494911286,Bachelor,1,True,False,False,False,2023,5,2,1,30,Referral,0
47,Adult,Male,1,52500.0,10.868568448579715,Master,2,False,False,True,False,2023,4,6,3,56,Online,1
50,Adult,Female,0,52500.0,10.868568448579715,Master,2,False,False,False,True,2023,1,6,4,146,Offline,1
30,Adult,Female,0,19000.0,9.852194258148577,Master,2,False,False,False,True,2023,4,22,5,40,Online,0
69,Senior,Male,1,36000.0,10.491274217438248,PhD,3,False,False,False,True,2023,4,30,6,32,Offline,0
43,Adult,Female,0,30000.0,10.308952660644293,Master,2,False,False,False,True,2023,5,3,2,29,Online,1
39,Adult,Female,0,44000.0,10.691944912900398,High School,0,True,False,False,False,2023,3,8,2,85,Offline,0
56,Senior,Female,0,14000.0,9.546812608597396,High School,0,False,True,False,False,2023,4,16,6,46,Online,1
19,Young,Female,0,31000.0,10.341742483467284,Master,2,False,False,True,False,2023,5,19,4,13,Referral,0
55,Senior,Male,1,37000.0,10.51867319162636,High School,0,False,False,False,True,2023,2,12,6,109,Offline,0
56,Senior,Female,0,9000.0,9.104979856318357,PhD,3,False,True,False,False,2023,5,25,3,7,Online,0
43,Adult,Male,1,12000.0,9.392661928770137,High School,0,False,False,False,True,2023,4,6,3,56,Offline,0
63,Senior,Male,1,8000.0,8.987196820661973,PhD,3,False,False,True,False,2023,5,12,4,20,Referral,0
67,Senior,Female,0,19000.0,9.852194258148577,Bachelor,1,False,False,True,False,2023,3,22,2,71,Offline,1
32,Adult,Male,1,32000.0,10.373491181781864,Bachelor,1,False,True,False,False,2023,2,10,4,111,Online,1
51,Senior,Female,0,47000.0,10.757902880692196,Bachelor,1,True,False,False,False,2023,5,13,5,19,Offline,1
59,Senior,Female,0,23000.0,10.043249494911286,Bachelor,1,False,False,False,True,2023,2,4,5,117,Offline,0
61,Senior,Male,1,50000.0,10.819778284410283,High School,0,False,False,False,True,2023,1,22,6,130,Online,1
66,Senior,Male,1,11000.0,9.305650551780507,Master,2,True,False,False,False,2023,5,30,1,2,Online,0
57,Senior,Male,1,9000.0,9.104979856318357,High School,0,False,True,False,False,2023,4,22,5,40,Offline,0
28,Adult,Male,1,21000.0,9.95227771670556,PhD,3,True,False,False,False,2023,1,11,2,141,Offline,0
20,Young,Female,0,27000.0,10.203592144986466,High School,0,False,False,True,False,2023,1,3,1,149,Referral,0
23,Young,Female,0,22000.0,9.998797732340453,High School,0,False,False,True,False,2023,5,17,2,15,Referral,0
26,Adult,Female,0,8000.0,8.987196820661973,PhD,3,False,False,True,False,2023,3,1,2,92,Online,0
23,Young,Male,1,21000.0,9.95227771670556,Bachelor,1,True,False,False,False,2023,3,17,4,76,Referral,1
26,Adult,Male,1,11000.0,9.305650551780507,Bachelor,1,False,False,False,True,2023,3,28,1,65,Online,1
56,Senior,Male,1,31000.0,10.341742483467284,Bachelor,1,False,True,False,False,2023,1,14,5,138,Offline,0
48,Adult,Female,0,26000.0,10.165851817003619,Master,2,True,False,False,False,2023,1,18,2,134,Offline,0
49,Adult,Male,1,14000.0,9.546812608597396,PhD,3,False,True,False,False,2023,4,23,6,39,Online,0
58,Senior,Female,0,17000.0,9.740968623038354,PhD,3,False,True,False,False,2023,3,14,1,79,Online,0
67,Senior,Male,1,13000.0,9.472704636443673,High School,0,False,False,False,True,2023,1,23,0,129,Offline,1
29,Adult,Female,0,21000.0,9.95227771670556,Master,2,False,False,True,False,2023,3,24,4,69,Referral,0
25,Young,Female,0,36000.0,10.491274217438248,Bachelor,1,False,False,True,False,2023,5,5,4,27,Offline,1
25,Young,Male,1,13000.0,9.472704636443673,Master,2,False,False,True,False,2023,3,10,4,83,Online,1
67,Senior,Male,1,28000.0,10.239959789157341,PhD,3,True,False,False,False,2023,2,16,3,105,Offline,0
45,Adult,Female,0,17000.0,9.740968623038354,PhD,3,False,True,False,False,2023,4,26,2,36,Online,1
37,Adult,Female,0,15000.0,9.615805480084347,High School,0,False,True,False,False,2023,1,30,0,122,Online,0
64,Senior,Male,1,21000.0,9.95227771670556,High School,0,True,False,False,False,2023,1,25,2,127,Offline,0
24,Young,Male,1,13000.0,9.472704636443673,PhD,3,True,False,False,False,2023,4,22,5,40,Referral,0
28,Adult,Female,0,17000.0,9.740968623038354,Bachelor,1,True,False,False,False,2023,1,25,2,127,Offline,0
37,Adult,Male,1,12000.0,9.392661928770137,Bachelor,1,False,True,False,False,2023,3,15,2,78,Online,0
33,Adult,Female,0,52500.0,10.868568448579715,Master,2,False,False,True,False,2023,2,27,0,94,Offline,0
21,Young,Female,0,22000.0,9.998797732340453,PhD,3,False,False,True,False,2023,4,4,1,58,Online,1
23,Young,Male,1,16000.0,9.680344001221918,PhD,3,False,False,True,False,2023,4,29,5,33,Referral,1
39,Adult,Male,1,25000.0,10.126631103850338,Bachelor,1,False,True,False,False,2023,5,7,6,25,Referral,1
43,Adult,Male,1,21000.0,9.95227771670556,Bachelor,1,False,False,False,True,2023,1,25,2,127,Referral,0
20,Young,Male,1,20000.0,9.903487552536127,PhD,3,False,True,False,False,2023,3,19,6,74,Online,1
58,Senior,Male,1,30000.0,10.308952660644293,High School,0,False,False,True,False,2023,4,9,6,53,Offline,1
59,Senior,Female,0,32000.0,10.373491181781864,PhD,3,True,False,False,False,2023,4,26,2,36,Referral,1
31,Adult,Female,0,17000.0,9.740968623038354,PhD,3,True,False,False,False,2023,2,17,4,104,Online,1
28,Adult,Male,1,17000.0,9.740968623038354,Bachelor,1,False,False,False,True,2023,1,10,1,142,Online,1
35,Adult,Male,1,19000.0,9.852194258148577,Bachelor,1,False,False,True,False,2023,4,9,6,53,Offline,0
29,Adult,Male,1,7000.0,8.85366542803745,High School,0,False,True,False,False,2023,1,11,2,141,Referral,1
40,Adult,Female,0,10000.0,9.210340371976184,High School,0,False,True,False,False,2023,3,26,6,67,Online,0
29,Adult,Male,1,44000.0,10.691944912900398,Master,2,False,False,False,True,2023,5,29,0,3,Offline,1
30,Adult,Male,1,50000.0,10.819778284410283,PhD,3,True,False,False,False,2023,5,15,0,17,Referral,0
42,Adult,Female,0,19000.0,9.852194258148577,Bachelor,1,False,True,False,False,2023,5,6,5,26,Offline,0
62,Senior,Female,0,29000.0,10.275051108968611,High School,0,True,False,False,False,2023,3,5,6,88,Offline,0
68,Senior,Male,1,26000.0,10.165851817003619,Master,2,False,False,False,True,2023,1,2,0,150,Offline,1
36,Adult,Male,1,52500.0,10.868568448579715,Master,2,False,False,True,False,2023,3,17,4,76,Offline,0
63,Senior,Male,1,39000.0,10.571316925111784,Bachelor,1,False,False,False,True,2023,5,1,0,31,Online,0
53,Senior,Female,0,21000.0,9.95227771670556,Bachelor,1,True,False,False,False,2023,2,11,5,110,Offline,1
62,Senior,Male,1,14000.0,9.546812608597396,Master,2,True,False,False,False,2023,2,23,3,98,Online,1
25,Young,Male,1,10000.0,9.210340371976184,High School,0,False,False,False,True,2023,3,16,3,77,Offline,0
46,Adult,Male,1,24000.0,10.085809109330082,Master,2,False,False,True,False,2023,1,16,0,136,Offline,0
49,Adult,Female,0,15000.0,9.615805480084347,PhD,3,True,False,False,False,2023,1,18,2,134,Online,1
68,Senior,Female,0,11000.0,9.305650551780507,PhD,3,True,False,False,False,2023,3,31,4,62,Referral,1
61,Senior,Male,1,16000.0,9.680344001221918,Bachelor,1,False,True,False,False,2023,5,24,2,8,Referral,0
35,Adult,Male,1,13000.0,9.472704636443673,High School,0,False,False,True,False,2023,1,6,4,146,Referral,1
23,Young,Female,0,51000.0,10.839580911706463,High School,0,False,True,False,False,2023,4,18,1,44,Offline,0
36,Adult,Female,0,22000.0,9.998797732340453,Master,2,False,True,False,False,2023,2,11,5,110,Offline,1
39,Adult,Female,0,46000.0,10.736396675471232,Bachelor,1,True,False,False,False,2023,3,17,4,76,Online,0
54,Senior,Female,0,23000.0,10.043249494911286,Master,2,False,False,True,False,2023,3,18,5,75,Offline,0
49,Adult,Female,0,14000.0,9.546812608597396,Master,2,False,True,False,False,2023,5,12,4,20,Online,1
58,Senior,Female,0,47000.0,10.757902880692196,Master,2,False,True,False,False,2023,5,10,2,22,Online,1
20,Young,Female,0,29000.0,10.275051108968611,High School,0,True,False,False,False,2023,2,28,1,93,Referral,0
45,Adult,Female,0,13000.0,9.472704636443673,PhD,3,False,False,True,False,2023,1,27,4,125,Referral,1
27,Adult,Male,1,20000.0,9.903487552536127,High School,0,False,False,False,True,2023,3,20,0,73,Referral,1
68,Senior,Male,1,14000.0,9.546812608597396,PhD,3,True,False,False,False,2023,3,13,0,80,Offline,0
52,Senior,Male,1,11000.0,9.305650551780507,Bachelor,1,False,False,False,True,2023,1,7,5,145,Online,1
46,Adult,Female,0,35000.0,10.46310334047155,Bachelor,1,True,False,False,False,2023,4,21,4,41,Online,0
32,Adult,Male,1,52500.0,10.868568448579715,Master,2,False,True,False,False,2023,4,29,5,33,Offline,1
50,Adult,Female,0,11000.0,9.305650551780507,PhD,3,False,False,True,False,2023,3,4,5,89,Online,0
24,Young,Female,0,29000.0,10.275051108968611,PhD,3,False,True,False,False,2023,5,4,3,28,Referral,0
29,Adult,Male,1,16000.0,9.680344001221918,PhD,3,False,False,False,True,2023,1,12,3,140,Referral,0
66,Senior,Female,0,17000.0,9.740968623038354,Master,2,False,False,False,True,2023,5,21,6,11,Online,1
47,Adult,Male,1,16000.0,9.680344001221918,Master,2,True,False,False,False,2023,2,12,6,109,Online,1
