Customer_ID,Age,Income,Gender,Education,City,Region,Signup_Date,Signup_Channel,Churned
373,19,46000.0,Female,Master,Kotte,East,2023-02-19,Online,0
374,41,36000.0,Male,PhD,Wellawatthe,West,2023-03-06,Online,0
375,25,65000.0,Female,Master,Kottawa,East,2023-04-09,Offline,1
376,28,15000.0,Female,High School,Wellawatthe,West,2023-02-01,Online,0
377,30,34000.0,Male,Master,Pamankada,West,2023-05-21,Online,0
378,34,24000.0,Male,Master,Moratuwa,South,2023-02-27,Online,0
379,25,66000.0,Female,Bachelor,Wellawatthe,West,2023-05-08,Online,0
380,38,15000.0,Female,Master,Pamankada,West,2023-05-22,Offline,0
381,35,14000.0,Female,PhD,Piliyandala,South,2023-04-22,Referral,1
382,47,16000.0,Male,Bachelor,Polgasowita,South,2023-03-09,Referral,1
383,35,8000.0,Male,High School,Moratuwa,South,2023-02-09,Referral,1
384,63,17000.0,Male,PhD,Union Place,North,2023-05-24,Referral,1
385,64,15000.0,Male,High School,Kotte,East,2023-05-12,Referral,0
386,48,24000.0,Male,Master,Malabe,East,2023-03-31,Referral,0
387,55,26000.0,Male,PhD,Colombo,North,2023-01-28,Offline,0
388,49,56000.0,Female,PhD,Malabe,East,2023-04-06,Online,0
389,28,35000.0,Female,High School,Dehiwala,West,2023-01-31,Referral,1
390,62,17000.0,Male,PhD,Polgasowita,South,2023-01-03,Offline,0
391,42,14000.0,Female,PhD,Kolonnawa,North,2023-05-16,Referral,1
392,50,28000.0,Female,PhD,Kotte,East,2023-01-24,Referral,0
393,55,11000.0,Male,Master,Colpetty,North,2023-01-15,Online,1
394,58,55000.0,Female,High School,Colpetty,North,2023-02-14,Online,1
395,25,40000.0,Male,PhD,Pamankada,West,2023-01-08,Online,1
396,28,17000.0,Male,Bachelor,Kottawa,East,2023-03-12,Referral,1
397,39,9000.0,Female,Bachelor,Dehiwala,West,2023-04-18,Referral,0
398,68,43000.0,Male,Bachelor,Avissawella,East,2023-04-25,Referral,1
399,41,21000.0,Male,Bachelor,Dehiwala,West,2023-04-13,,1
400,58,41000.0,Male,Master,Wellawatthe,West,2023-05-05,Offline,1
401,34,10000.0,Male,PhD,Moratuwa,South,2023-02-26,Referral,1
402,29,16000.0,Male,High School,Bambalapitiya,West,2023-01-30,Referral,1
403,63,22000.0,Male,PhD,Kotte,East,2023-05-26,Referral,1
404,49,23000.0,Male,Master,Dehiwala,West,2023-04-24,Offline,0
405,32,18000.0,Male,Bachelor,Union Place,North,2023-04-27,Referral,1
406,33,30000.0,Female,Master,Wellawatthe,West,2023-03-01,Offline,0
407,39,13000.0,Female,PhD,Colombo,North,2023-04-08,Referral,0
408,45,21000.0,Female,High School,Ratmalana,South,2023-05-06,Offline,0
409,37,23000.0,Male,Master,Kottawa,East,2023-04-04,Referral,0
410,50,28000.0,Male,High School,Thimbirigasyaya,West,2023-05-14,Online,0
411,27,31000.0,Female,Master,Thimbirigasyaya,West,2023-05-02,Online,0
412,57,13000.0,Female,High School,Malabe,East,2023-04-18,Online,0
413,49,10000.0,Female,High School,Avissawella,East,2023-01-04,Online,0
414,67,42000.0,Male,Bachelor,Union Place,North,2023-04-03,Referral,0
415,50,26000.0,Female,High School,Colombo,North,2023-01-06,Online,1
416,19,15000.0,Female,Bachelor,Kotte,East,2023-02-01,Online,1
417,50,48000.0,Male,PhD,Malabe,East,2023-04-16,Online,1
418,50,23000.0,Female,PhD,Wellawatthe,West,2023-05-26,Online,1
419,58,40000.0,Male,Bachelor,Colpetty,North,2023-01-15,Online,1
420,30,23000.0,Male,Bachelor,Kottawa,East,2023-05-02,Referral,0
421,47,62000.0,Male,Master,Polgasowita,South,2023-04-06,Online,1
422,50,53000.0,Female,Master,Thimbirigasyaya,West,2023-01-06,Offline,1
423,30,19000.0,Female,Master,Havelock,West,2023-04-22,Online,0
424,69,36000.0,Male,PhD,Dehiwala,West,2023-04-30,Offline,0
425,43,30000.0,Female,Master,Dehiwala,West,2023-05-03,Online,1
426,39,44000.0,Female,High School,Kotte,East,2023-03-08,Offline,0
427,56,14000.0,Female,High School,Union Place,North,2023-04-16,Online,1
428,19,31000.0,Female,Master,Ratmalana,South,2023-05-19,Referral,0
429,55,37000.0,Male,High School,Wellawatthe,West,2023-02-12,Offline,0
430,56,9000.0,Female,PhD,Union Place,North,2023-05-25,Online,0
431,43,12000.0,Male,High School,Bambalapitiya,West,2023-04-06,Offline,0
432,63,8000.0,Male,PhD,Kesbewa,South,2023-05-12,Referral,0
433,67,19000.0,Female,Bachelor,Polgasowita,South,2023-03-22,Offline,1
434,32,32000.0,Male,Bachelor,Aluthkade,North,2023-02-10,Online,1
435,51,47000.0,Female,Bachelor,Kottawa,East,2023-05-13,Offline,1
436,59,23000.0,Female,Bachelor,Bambalapitiya,West,2023-02-04,Offline,0
437,61,50000.0,Male,High School,Pamankada,West,2023-01-22,Online,1
438,66,11000.0,Male,Master,Padukka,East,2023-05-30,Online,0
439,57,9000.0,Male,High School,Aluthkade,North,2023-04-22,Offline,0
440,28,21000.0,Male,PhD,Kotte,East,2023-01-11,Offline,0
441,20,27000.0,Female,High School,Polgasowita,South,2023-01-03,Referral,0
442,23,22000.0,Female,High School,Kesbewa,South,2023-05-17,Referral,0
443,26,8000.0,Female,PhD,Polgasowita,South,2023-03-01,Online,0
444,23,21000.0,Male,Bachelor,Avissawella,East,2023-03-17,Referral,1
445,26,11000.0,Male,Bachelor,Pamankada,West,2023-03-28,Online,1
446,56,31000.0,Male,Bachelor,Union Place,North,2023-01-14,,0
447,48,26000.0,Female,Master,Avissawella,East,2023-01-18,Offline,0
448,49,14000.0,Male,PhD,Colpetty,North,2023-04-23,Online,0
449,58,17000.0,Female,PhD,Kolonnawa,North,2023-03-14,Online,0
450,67,13000.0,Male,High School,Bambalapitiya,West,2023-01-23,Offline,1
451,29,21000.0,Female,Master,Polgasowita,South,2023-03-24,Referral,0
452,25,36000.0,Female,Bachelor,Polgasowita,South,2023-05-05,Offline,1
453,25,13000.0,Male,Master,Moratuwa,South,2023-03-10,Online,1
454,67,28000.0,Male,PhD,Malabe,East,2023-02-16,Offline,0
455,45,17000.0,Female,PhD,Colombo,North,2023-04-26,Online,1
456,37,15000.0,Female,High School,Colpetty,North,2023-01-30,Online,0
457,64,21000.0,Male,High School,Avissawella,East,2023-01-25,Offline,0
458,24,13000.0,Male,PhD,Avissawella,East,2023-04-22,Referral,0
459,28,17000.0,Female,Bachelor,Avissawella,East,2023-01-25,Offline,0
460,37,12000.0,Male,Bachelor,Kolonnawa,North,2023-03-15,Online,0
461,33,59000.0,Female,Master,Polgasowita,South,2023-02-27,Offline,0
462,21,22000.0,Female,PhD,Piliyandala,South,2023-04-04,Online,1
463,23,16000.0,Male,PhD,Kesbewa,South,2023-04-29,Referral,1
464,39,25000.0,Male,Bachelor,Colpetty,North,2023-05-07,Referral,1
465,43,21000.0,Male,Bachelor,Pamankada,West,2023-01-25,Referral,0
466,20,20000.0,Male,PhD,Aluthkade,North,2023-03-19,Online,1
467,58,30000.0,Male,High School,Moratuwa,South,2023-04-09,Offline,1
468,59,32000.0,Female,PhD,Kotte,East,2023-04-26,Referral,1
469,31,17000.0,Female,PhD,Kotte,East,2023-02-17,Online,1
470,28,17000.0,Male,Bachelor,Thimbirigasyaya,West,2023-01-10,Online,1
471,35,19000.0,Male,Bachelor,Piliyandala,South,2023-04-09,Offline,0
472,29,7000.0,Male,High School,Colombo,North,2023-01-11,Referral,1
473,40,10000.0,Female,High School,Colpetty,North,2023-03-26,Online,0
474,29,44000.0,Male,Master,Thimbirigasyaya,West,2023-05-29,Offline,1
475,30,50000.0,Male,PhD,Malabe,East,2023-05-15,Referral,0
476,42,19000.0,Female,Bachelor,Aluthkade,North,2023-05-06,Offline,0
477,62,29000.0,Female,High School,Avissawella,East,2023-03-05,Offline,0
478,68,26000.0,Male,Master,Wellawatthe,West,2023-01-02,Offline,1
479,36,103000.0,Male,Master,Ratmalana,South,2023-03-17,,0
480,63,39000.0,Male,Bachelor,Thimbirigasyaya,West,2023-05-01,Online,0
481,53,21000.0,Female,Bachelor,Kotte,East,2023-02-11,Offline,1
482,62,14000.0,Male,Master,Kottawa,East,2023-02-23,Online,1
483,25,10000.0,Male,High School,Thimbirigasyaya,West,2023-03-16,Offline,0
484,46,24000.0,Male,Master,Ratmalana,South,2023-01-16,Offline,0
485,49,15000.0,Female,PhD,Padukka,East,2023-01-18,Online,1
486,68,11000.0,Female,PhD,Avissawella,East,2023-03-31,Referral,1
487,61,16000.0,Male,Bachelor,Union Place,North,2023-05-24,Referral,0
488,35,13000.0,Male,High School,Moratuwa,South,2023-01-06,Referral,1
489,23,51000.0,Female,High School,Kolonnawa,North,2023-04-18,Offline,0
490,35,34000.0,Female,PhD,Wellawatthe,West,2023-02-17,Offline,2
491,36,22000.0,Female,Master,Colpetty,North,2023-02-11,Offline,1
492,39,46000.0,Female,Bachelor,Padukka,East,2023-03-17,Online,0
493,54,23000.0,Female,Master,Ratmalana,South,2023-03-18,Offline,0
494,49,14000.0,Female,Master,Aluthkade,North,2023-05-12,Online,1
495,58,47000.0,Female,Master,Aluthkade,North,2023-05-10,Online,1
496,20,29000.0,Female,High School,Kottawa,East,2023-02-28,Referral,0
497,45,13000.0,Female,PhD,Moratuwa,South,2023-01-27,Referral,1
498,27,20000.0,Male,High School,Wellawatthe,West,2023-03-20,Referral,1
499,68,14000.0,Male,PhD,Kotte,East,2023-03-13,Offline,0
500,52,11000.0,Male,Bachelor,Havelock,West,2023-01-07,Online,1
501,46,35000.0,Female,Bachelor,Malabe,East,2023-04-21,Online,0
502,32,57000.0,Male,Master,Colpetty,North,2023-04-29,Offline,1
503,50,11000.0,Female,PhD,Moratuwa,South,2023-03-04,Online,0
504,24,29000.0,Female,PhD,Colombo,North,2023-05-04,Referral,0
505,29,16000.0,Male,PhD,Havelock,West,2023-01-12,Referral,0
506,66,17000.0,Female,Master,Bambalapitiya,West,2023-05-21,Online,1
507,47,16000.0,Male,Master,Kottawa,East,2023-02-12,Online,1
508,38,14000.0,Male,Bachelor,Wellawatthe,West,2023-01-17,Referral,1
509,48,23000.0,Male,High School,Piliyandala,South,2023-03-04,Online,1
510,41,15000.0,Female,PhD,Kotte,East,2023-04-30,Referral,0
511,37,25000.0,Male,PhD,Thimbirigasyaya,West,2023-02-05,Offline,1
512,54,21000.0,Female,High School,Ratmalana,South,2023-01-08,Referral,0
513,21,20000.0,Male,PhD,Kottawa,East,2023-03-10,Offline,1
514,45,14000.0,Male,Master,Polgasowita,South,2023-03-31,Online,0
515,61,17000.0,Male,Master,Kolonnawa,North,2023-02-05,Online,1
516,37,32000.0,Female,PhD,Union Place,North,2023-01-28,,1
517,41,28000.0,Female,Master,Moratuwa,South,2023-04-28,Online,1
518,67,14000.0,Female,Master,Kesbewa,South,2023-04-03,Offline,0
519,66,23000.0,Male,PhD,Thimbirigasyaya,West,2023-03-17,Offline,0
520,68,32000.0,Male,Bachelor,Colombo,North,2023-04-11,Referral,0
521,49,10000.0,Female,High School,Kesbewa,South,2023-05-24,Online,1
522,58,29000.0,Female,Master,Havelock,West,2023-01-14,Referral,0
523,53,16000.0,Female,Bachelor,Kotte,East,2023-03-12,Referral,1
524,51,29000.0,Female,Master,Bambalapitiya,West,2023-05-04,Offline,0
525,53,15000.0,Female,Master,Bambalapitiya,West,2023-05-05,Online,0
526,19,9000.0,Female,High School,Malabe,East,2023-02-06,Online,1
527,32,10000.0,Male,Master,Thimbirigasyaya,West,2023-01-29,Online,0
528,51,23000.0,Female,High School,Colpetty,North,2023-05-23,Referral,1
529,53,25000.0,Male,High School,Avissawella,East,2023-01-19,Referral,1
530,23,14000.0,Male,High School,Kesbewa,South,2023-04-16,Online,0
531,56,30000.0,Female,Bachelor,Colpetty,North,2023-01-21,Online,0
532,59,10000.0,Female,PhD,Kottawa,East,2023-03-05,Offline,0
533,68,21000.0,Male,Bachelor,Dehiwala,West,2023-01-27,Offline,0
534,68,12000.0,Female,PhD,Polgasowita,South,2023-02-24,Offline,1
535,29,16000.0,Female,PhD,Malabe,East,2023-01-29,Online,0
536,20,23000.0,Male,High School,Piliyandala,South,2023-05-28,Offline,0
537,62,14000.0,Male,Master,Colombo,North,2023-01-25,Online,0
538,35,18000.0,Male,High School,Piliyandala,South,2023-03-11,Referral,0
539,57,3150000.0,Female,Master,Avissawella,East,2023-03-04,Offline,0
540,38,17000.0,Male,PhD,Colpetty,North,2023-05-10,Offline,1
541,32,33000.0,Female,High School,Piliyandala,South,2023-05-30,Referral,1
542,50,13000.0,Male,Master,Aluthkade,North,2023-01-16,Referral,1
543,52,29000.0,Male,Bachelor,Polgasowita,South,2023-05-26,Referral,1
544,43,45000.0,Male,Master,Kolonnawa,North,2023-04-10,Online,0
545,25,6000.0,Female,High School,Kolonnawa,North,2023-01-30,Referral,1
546,53,15000.0,Female,Bachelor,Avissawella,East,2023-02-14,Online,0
547,65,29000.0,Male,Master,Kottawa,East,2023-01-19,Offline,0
548,47,20000.0,Male,Master,Kotte,East,2023-02-03,Offline,0
549,40,27000.0,Male,Master,Colpetty,North,2023-05-21,Referral,0
550,59,16000.0,Female,Master,Piliyandala,South,2023-03-03,Online,1
551,61,23000.0,Male,Master,Polgasowita,South,2023-04-28,Referral,0
552,31,20000.0,Female,Bachelor,Union Place,North,2023-04-10,Referral,1
553,31,39000.0,Male,PhD,Havelock,West,2023-01-22,Online,0
554,19,25000.0,Male,Bachelor,Pamankada,West,2023-04-21,Online,0
555,54,26000.0,Male,Bachelor,Malabe,East,2023-03-14,Offline,2
556,22,18000.0,Male,Bachelor,Kottawa,East,2023-05-27,Referral,0
557,55,17000.0,Male,PhD,Polgasowita,South,2023-02-07,Online,0
558,62,18000.0,Male,High School,Wellawatthe,West,2023-03-11,Online,0
559,58,27000.0,Female,PhD,Kotte,East,2023-04-26,Offline,1
560,64,18000.0,Male,Bachelor,Kesbewa,South,2023-03-20,Online,1
561,31,25000.0,Female,Master,Ratmalana,South,2023-05-28,Online,0
562,56,62000.0,Male,Master,Ratmalana,South,2023-01-09,Offline,1
563,42,34000.0,Male,Bachelor,Avissawella,East,2023-02-01,Referral,1
564,37,19000.0,Female,Master,Dehiwala,West,2023-05-12,Offline,1
565,19,40000.0,Male,Bachelor,Malabe,East,2023-02-19,Online,1
566,56,18000.0,Female,Master,Avissawella,East,2023-03-23,Offline,0
567,23,8000.0,Female,PhD,Thimbirigasyaya,West,2023-01-05,Referral,1
568,34,13000.0,Male,High School,Piliyandala,South,2023-05-28,Offline,0
569,42,9000.0,Female,High School,Piliyandala,South,2023-03-28,Referral,0
570,45,18000.0,Female,PhD,Colpetty,North,2023-05-06,Offline,1
571,19,22000.0,Male,PhD,Kottawa,East,2023-03-16,Referral,1
572,52,51000.0,Female,Bachelor,Malabe,East,2023-01-22,Offline,0
573,54,26000.0,Male,Bachelor,Malabe,East,2023-03-09,Online,0
574,22,20000.0,Male,Bachelor,Colombo,North,2023-02-13,Referral,1
575,18,33000.0,Male,Master,Wellawatthe,West,2023-02-03,Online,0
576,57,7000.0,Male,Bachelor,Kottawa,East,2023-03-18,Referral,0
577,29,25000.0,Female,PhD,Havelock,West,2023-02-11,,0
578,53,32000.0,Male,High School,Moratuwa,South,2023-05-17,Offline,0
579,62,11000.0,Male,Master,Kottawa,East,2023-04-16,Referral,1
580,40,39000.0,Female,Bachelor,Polgasowita,South,2023-04-05,Offline,0
581,64,26000.0,Male,Master,Padukka,East,2023-05-15,Online,1
582,48,18000.0,Male,Master,Pamankada,West,2023-03-09,Referral,0
583,28,30000.0,Female,Bachelor,Wellawatthe,West,2023-05-27,Online,1
584,27,69000.0,Female,Master,Pamankada,West,2023-05-08,Referral,1
585,20,24000.0,Female,High School,Union Place,North,2023-03-26,Referral,1
586,31,25000.0,Female,PhD,Havelock,West,2023-03-24,Referral,1
587,33,18000.0,Female,PhD,Havelock,West,2023-04-05,Offline,1
588,27,14000.0,Female,High School,Polgasowita,South,2023-02-01,Online,0
589,46,3406000.0,Female,Master,Malabe,East,2023-03-07,Referral,1
590,27,14000.0,Male,Bachelor,Colombo,North,2023-04-26,Offline,1
591,29,23000.0,Female,Master,Pamankada,West,2023-05-18,,0
592,47,17000.0,Female,High School,Moratuwa,South,2023-05-10,Offline,0
593,58,28000.0,Female,Master,Kolonnawa,North,2023-03-01,Referral,1
594,18,4359000.0,Male,PhD,Kottawa,East,2023-01-17,Online,1
595,22,37000.0,Male,Master,Thimbirigasyaya,West,2023-04-06,Online,0
596,37,17000.0,Female,High School,Padukka,East,2023-05-24,Referral,0
597,25,19000.0,Female,PhD,Union Place,North,2023-01-16,Offline,1
598,60,14000.0,Female,Master,Moratuwa,South,2023-02-15,Referral,0
599,29,18000.0,Male,Master,Moratuwa,South,2023-04-17,Offline,1
600,18,27000.0,Male,PhD,Pamankada,West,2023-03-29,Online,1
601,37,32000.0,Female,Bachelor,Padukka,East,2023-05-09,Offline,1
602,45,14000.0,Male,PhD,Ratmalana,South,2023-05-19,Online,0
603,60,34000.0,Female,Bachelor,Padukka,East,2023-04-29,Referral,1
604,54,43000.0,Male,High School,Avissawella,East,2023-03-26,Online,1
605,64,27000.0,Male,High School,Aluthkade,North,2023-01-04,Online,1
606,54,56000.0,Female,PhD,Moratuwa,South,2023-03-12,Referral,0
607,29,15000.0,Female,PhD,Piliyandala,South,2023-04-21,Referral,0
608,54,12000.0,Female,High School,Kotte,East,2023-02-19,Offline,1
609,66,9000.0,Female,Bachelor,Avissawella,East,2023-05-20,Offline,0
610,66,47000.0,Male,High School,Malabe,East,2023-04-05,Online,0
611,61,31000.0,Male,PhD,Kotte,East,2023-04-02,Offline,0
612,45,21000.0,Male,High School,Colombo,North,2023-03-06,Offline,1
613,64,25000.0,Female,PhD,Wellawatthe,West,2023-02-16,Referral,0
614,32,13000.0,Male,PhD,Bambalapitiya,West,2023-04-16,,0
615,23,75000.0,Female,High School,Malabe,East,2023-05-10,Online,0
616,61,23000.0,Male,Bachelor,Avissawella,East,2023-04-16,Offline,1
617,37,23000.0,Female,Master,Pamankada,West,2023-01-24,Online,0
618,67,32000.0,Female,High School,Malabe,East,2023-01-04,Referral,0
619,31,28000.0,Male,Master,Kotte,East,2023-04-18,Online,0
620,19,25000.0,Female,High School,Moratuwa,South,2023-01-19,Referral,1
621,26,15000.0,Female,Master,Polgasowita,South,2023-02-09,Referral,0
622,54,28000.0,Male,Bachelor,Bambalapitiya,West,2023-02-19,Offline,0
623,37,56000.0,Female,Bachelor,Colpetty,North,2023-03-16,Referral,0
624,43,43000.0,Female,High School,Aluthkade,North,2023-01-12,Referral,1
625,46,49000.0,Female,PhD,Bambalapitiya,West,2023-01-27,Offline,1
626,18,17000.0,Male,Master,Kotte,East,2023-04-23,Online,1
627,52,13000.0,Male,PhD,Malabe,East,2023-02-18,Referral,1
628,23,21000.0,Female,PhD,Union Place,North,2023-05-24,Referral,0
629,54,23000.0,Male,PhD,Pamankada,West,2023-05-10,Offline,1
630,22,38000.0,Female,Bachelor,Dehiwala,West,2023-03-01,Online,0
631,50,9000.0,Female,High School,Moratuwa,South,2023-01-30,Offline,0
632,66,47000.0,Female,High School,Pamankada,West,2023-03-25,Referral,0
633,68,20000.0,Female,Bachelor,Moratuwa,South,2023-01-28,Offline,0
634,31,18000.0,Female,Bachelor,Colpetty,North,2023-01-25,Online,1
635,29,13000.0,Male,High School,Kotte,East,2023-04-06,Offline,0
636,59,10000.0,Female,PhD,Dehiwala,West,2023-05-05,Referral,1
637,37,33000.0,Male,Master,Kolonnawa,North,2023-01-10,Offline,0
638,67,23000.0,Male,Master,Wellawatthe,West,2023-02-11,Offline,0
639,41,12000.0,Female,Master,Malabe,East,2023-02-09,Referral,1
640,60,12000.0,Female,PhD,Malabe,East,2023-03-18,Offline,1
641,51,19000.0,Male,High School,Thimbirigasyaya,West,2023-04-15,Referral,1
642,42,51000.0,Male,Bachelor,Bambalapitiya,West,2023-04-28,Referral,0
643,67,19000.0,Male,High School,Kolonnawa,North,2023-02-11,Offline,0
644,46,10000.0,Female,PhD,Kolonnawa,North,2023-02-16,Online,1
645,56,19000.0,Male,Bachelor,Piliyandala,South,2023-01-22,Online,1
646,48,19000.0,Female,PhD,Avissawella,East,2023-04-17,Online,0
647,64,6000.0,Female,Master,Ratmalana,South,2023-01-27,,1
648,60,21000.0,Female,Master,Piliyandala,South,2023-02-10,Offline,1
649,67,20000.0,Male,PhD,Colpetty,North,2023-03-21,Offline,1
650,40,31000.0,Female,Bachelor,Kottawa,East,2023-03-30,Referral,1
651,61,56000.0,Female,Bachelor,Colombo,North,2023-03-07,Referral,1
652,55,39000.0,Female,High School,Malabe,East,2023-01-12,Offline,0
653,37,19000.0,Female,Master,Kesbewa,South,2023-03-14,Online,0
654,40,13000.0,Female,High School,Wellawatthe,West,2023-03-17,Referral,1
655,62,80000.0,Male,High School,Havelock,West,2023-03-31,Referral,0
656,69,23000.0,Female,PhD,Pamankada,West,2023-01-10,Offline,0
657,33,22000.0,Female,PhD,Kotte,East,2023-04-06,Referral,0
658,67,22000.0,Male,High School,Polgasowita,South,2023-01-20,Offline,0
659,59,24000.0,Female,Master,Union Place,North,2023-02-08,Referral,1
660,25,20000.0,Male,PhD,Ratmalana,South,2023-03-01,Referral,1
661,67,17000.0,Female,High School,Colpetty,North,2023-03-07,Offline,2
662,38,17000.0,Male,High School,Union Place,North,2023-03-06,Referral,0
663,18,22000.0,Male,High School,Ratmalana,South,2023-05-04,Online,1
664,25,17000.0,Female,High School,Malabe,East,2023-05-10,Offline,1
665,46,15000.0,Female,High School,Thimbirigasyaya,West,2023-02-26,Online,1
666,49,23000.0,Female,High School,Ratmalana,South,2023-03-19,,0
667,55,19000.0,Male,PhD,Piliyandala,South,2023-01-29,Offline,0
668,22,47000.0,Male,Master,Kolonnawa,North,2023-01-15,Referral,0
669,64,6000.0,Male,High School,Piliyandala,South,2023-01-12,Online,1
670,39,38000.0,Female,Bachelor,Bambalapitiya,West,2023-04-11,Online,1
671,64,41000.0,Male,PhD,Union Place,North,2023-03-25,Referral,1
672,51,8000.0,Male,PhD,Aluthkade,North,2023-05-05,Referral,0
673,18,19000.0,Female,High School,Kotte,East,2023-04-13,Online,1
674,43,18000.0,Male,PhD,Avissawella,East,2023-01-24,Referral,1
675,60,11000.0,Male,High School,Avissawella,East,2023-05-29,Online,0
676,27,15000.0,Female,Master,Ratmalana,South,2030-01-01,,0
677,47,13000.0,Male,Master,Colpetty,North,2023-04-20,Referral,0
678,67,53000.0,Female,PhD,Polgasowita,South,2023-03-19,Offline,0
679,35,35000.0,Female,PhD,Kolonnawa,North,2023-04-11,Referral,0
680,34,42000.0,Female,Bachelor,Dehiwala,West,2023-05-26,Offline,0
681,43,32000.0,Female,PhD,Colombo,North,2023-05-22,Referral,0
682,25,13000.0,Female,Bachelor,Kesbewa,South,2023-05-08,Online,0
683,64,17000.0,Male,Master,Wellawatthe,West,2023-02-27,Online,0
684,57,28000.0,Male,Master,Aluthkade,North,2023-03-17,Referral,1
685,66,12000.0,Female,High School,Havelock,West,2023-05-30,Referral,0
686,29,31000.0,Female,Master,Havelock,West,2023-02-05,Online,1
687,44,20000.0,Male,Bachelor,Thimbirigasyaya,West,2023-01-22,Referral,0
688,25,18000.0,Female,PhD,Aluthkade,North,2023-05-07,Offline,1
689,42,31000.0,Female,High School,Aluthkade,North,2023-03-21,Offline,0
690,63,28000.0,Female,Bachelor,Wellawatthe,West,2023-04-10,Offline,1
691,21,18000.0,Male,PhD,Kesbewa,South,2023-04-06,Offline,0
692,50,39000.0,Male,High School,Padukka,East,2023-05-28,Offline,1
693,18,13000.0,Female,Master,Wellawatthe,West,2023-01-18,Referral,0
694,36,30000.0,Female,Bachelor,Pamankada,West,2023-02-07,Referral,1
695,48,30000.0,Male,PhD,Avissawella,East,2023-04-19,Offline,0
696,33,19000.0,Male,High School,Havelock,West,2023-05-03,Referral,0
697,31,26000.0,Female,High School,Havelock,West,2023-05-24,Referral,0
698,65,12000.0,Female,Master,Thimbirigasyaya,West,2023-05-29,,1
699,22,35000.0,Male,PhD,Pamankada,West,2023-04-14,Referral,1
700,58,20000.0,Male,Master,Colpetty,North,2023-05-20,Referral,1
701,43,17000.0,Male,Master,Colombo,North,2023-05-24,Referral,0
702,45,37000.0,Female,PhD,Pamankada,West,2023-03-22,Offline,0
703,19,15000.0,Male,PhD,Colombo,North,2023-03-28,Referral,1
704,67,11000.0,Female,PhD,Avissawella,East,2023-05-22,Referral,0
705,23,10000.0,Male,Bachelor,Havelock,West,2023-03-02,Online,1
706,26,30000.0,Male,PhD,Havelock,West,2023-02-15,Offline,1
707,50,12000.0,Male,High School,Ratmalana,South,2023-02-01,Online,1
708,58,53000.0,Male,Master,Malabe,East,2023-01-15,Offline,0
709,42,8000.0,Female,Bachelor,Polgasowita,South,2023-02-13,Online,0
710,65,51000.0,Female,PhD,Polgasowita,South,2023-05-25,Online,0
711,30,24000.0,Male,Bachelor,Union Place,North,2023-02-23,Online,1
712,26,21000.0,Female,PhD,Colombo,North,2023-02-13,Offline,0
713,30,17000.0,Male,Bachelor,Wellawatthe,West,2023-04-08,Offline,0
714,48,27000.0,Male,Master,Kolonnawa,North,2023-01-05,Referral,0
715,58,22000.0,Male,Master,Avissawella,East,2023-04-19,Offline,0
716,28,38000.0,Male,High School,Polgasowita,South,2023-01-27,Online,1
717,21,23000.0,Female,High School,Colpetty,North,2023-04-26,Online,1
718,51,24000.0,Male,PhD,Union Place,North,2023-03-28,Offline,0
719,55,18000.0,Male,Master,Malabe,East,2023-04-14,Offline,0
720,63,21000.0,Female,Bachelor,Dehiwala,West,2023-05-03,Offline,1
721,21,26000.0,Male,Bachelor,Thimbirigasyaya,West,2023-03-20,Referral,0
722,55,9000.0,Male,Bachelor,Aluthkade,North,2023-02-12,Online,1
723,36,11000.0,Male,High School,Kotte,East,2023-04-07,Referral,1
724,23,32000.0,Female,Bachelor,Dehiwala,West,2023-01-31,Referral,0
725,51,24000.0,Male,High School,Dehiwala,West,2023-04-09,Online,0
726,35,20000.0,Female,High School,Avissawella,East,2023-01-17,Online,1
727,30,22000.0,Male,PhD,Kesbewa,South,2023-03-24,Offline,0
728,58,26000.0,Male,Bachelor,Kottawa,East,2023-04-20,Offline,0
729,40,17000.0,Female,Bachelor,Kesbewa,South,2023-02-01,Referral,0
730,36,15000.0,Male,Master,Piliyandala,South,2023-05-21,Offline,0
731,62,24000.0,Male,PhD,Union Place,North,2023-02-04,Offline,1
732,28,14000.0,Female,Master,Thimbirigasyaya,West,2023-05-13,Online,1
733,18,27000.0,Female,PhD,Padukka,East,2023-01-29,Online,1
734,41,9000.0,Female,Bachelor,Colpetty,North,2023-03-11,Offline,0
735,24,37000.0,Female,High School,Ratmalana,South,2023-04-05,Online,0
736,42,28000.0,Female,High School,Havelock,West,2023-01-22,Offline,1
737,38,25000.0,Male,High School,Kottawa,East,2023-03-10,Online,0
738,32,36000.0,Female,High School,Pamankada,West,2023-03-30,Online,1
739,18,51000.0,Male,High School,Havelock,West,2023-03-13,Online,0
740,29,37000.0,Male,Master,Avissawella,East,2023-05-09,Online,1
741,24,9000.0,Male,PhD,Piliyandala,South,2023-03-28,Offline,0
742,32,12000.0,Female,Bachelor,Polgasowita,South,2023-04-06,Referral,0
743,38,16000.0,Female,Master,Bambalapitiya,West,2023-03-16,Online,0
744,36,22000.0,Male,PhD,Dehiwala,West,2023-02-23,Offline,0
745,46,29000.0,Female,High School,Bambalapitiya,West,2023-03-29,Offline,0
746,42,15000.0,Female,PhD,Kesbewa,South,2023-02-23,Online,1
747,50,24000.0,Female,PhD,Padukka,East,2023-01-16,Referral,1
748,66,15000.0,Female,High School,Padukka,East,2023-04-09,Online,1
