Customer_ID,Age,Income,Gender,Education,City
617,37,23000.0,Female,Master,Pamankada
618,67,32000.0,Female,High School,Malabe
619,31,28000.0,Male,Master,Kotte
620,19,25000.0,Female,High School,Moratuwa
621,26,15000.0,Female,Master,Polgasowita
622,54,28000.0,Male,Bachelor,Bambalapitiya
623,37,56000.0,Female,Bachelor,Colpetty
624,43,43000.0,Female,High School,Aluthkade
625,46,49000.0,Female,PhD,Bambalapitiya
626,18,17000.0,Male,Master,Kotte
627,52,13000.0,Male,PhD,Malabe
628,23,21000.0,Female,PhD,Union Place
629,54,23000.0,Male,PhD,Pamankada
630,22,38000.0,Female,Bachelor,Dehiwala
631,50,9000.0,Female,High School,Moratuwa
632,66,47000.0,Female,High School,Pamankada
633,68,20000.0,Female,Bachelor,Moratuwa
634,31,18000.0,Female,Bachelor,Colpetty
635,29,13000.0,Male,High School,Kotte
636,59,10000.0,Female,PhD,Dehiwala
637,37,33000.0,Male,Master,Kolonnawa
638,67,23000.0,Male,Master,Wellawatthe
639,41,12000.0,Female,Master,Malabe
640,60,12000.0,Female,PhD,Malabe
641,51,19000.0,Male,High School,Thimbirigasyaya
642,42,51000.0,Male,Bachelor,Bambalapitiya
643,67,19000.0,Male,High School,Kolonnawa
644,46,10000.0,Female,PhD,Kolonnawa
645,56,19000.0,Male,Bachelor,Piliyandala
646,48,19000.0,Female,PhD,Avissawella
647,64,6000.0,Female,Master,Ratmalana
648,60,21000.0,Female,Master,Piliyandala
649,67,20000.0,Male,PhD,Colpetty
650,40,31000.0,Female,Bachelor,Kottawa
651,61,56000.0,Female,Bachelor,Colombo
652,55,39000.0,Female,High School,Malabe
653,37,19000.0,Female,Master,Kesbewa
654,40,13000.0,Female,High School,Wellawatthe
655,62,80000.0,Male,High School,Havelock
656,69,23000.0,Female,PhD,Pamankada
657,33,22000.0,Female,PhD,Kotte
658,67,22000.0,Male,High School,Polgasowita
659,59,24000.0,Female,Master,Union Place
660,25,20000.0,Male,PhD,Ratmalana
661,67,17000.0,Female,High School,Colpetty
662,38,17000.0,Male,High School,Union Place
663,18,22000.0,Male,High School,Ratmalana
664,25,17000.0,Female,High School,Malabe
665,46,15000.0,Female,High School,Thimbirigasyaya
666,49,23000.0,Female,High School,Ratmalana
667,55,19000.0,Male,PhD,Piliyandala
668,22,47000.0,Male,Master,Kolonnawa
669,64,6000.0,Male,High School,Piliyandala
670,39,38000.0,Female,Bachelor,Bambalapitiya
671,64,41000.0,Male,PhD,Union Place
672,51,8000.0,Male,PhD,Aluthkade
673,18,19000.0,Female,High School,Kotte
674,43,18000.0,Male,PhD,Avissawella
675,60,11000.0,Male,High School,Avissawella
676,27,15000.0,Female,Master,Ratmalana
677,47,13000.0,Male,Master,Colpetty
678,67,53000.0,Female,PhD,Polgasowita
679,35,35000.0,Female,PhD,Kolonnawa
680,34,42000.0,Female,Bachelor,Dehiwala
681,43,32000.0,Female,PhD,Colombo
682,25,13000.0,Female,Bachelor,Kesbewa
683,64,17000.0,Male,Master,Wellawatthe
684,57,28000.0,Male,Master,Aluthkade
685,66,12000.0,Female,High School,Havelock
686,29,31000.0,Female,Master,Havelock
687,44,20000.0,Male,Bachelor,Thimbirigasyaya
688,25,18000.0,Female,PhD,Aluthkade
689,42,31000.0,Female,High School,Aluthkade
690,63,28000.0,Female,Bachelor,Wellawatthe
691,21,18000.0,Male,PhD,Kesbewa
692,50,39000.0,Male,High School,Padukka
693,18,13000.0,Female,Master,Wellawatthe
694,36,30000.0,Female,Bachelor,Pamankada
695,48,30000.0,Male,PhD,Avissawella
696,33,19000.0,Male,High School,Havelock
697,31,26000.0,Female,High School,Havelock
698,65,12000.0,Female,Master,Thimbirigasyaya
699,22,35000.0,Male,PhD,Pamankada
700,58,20000.0,Male,Master,Colpetty
701,43,17000.0,Male,Master,Colombo
702,45,37000.0,Female,PhD,Pamankada
703,19,15000.0,Male,PhD,Colombo
704,67,11000.0,Female,PhD,Avissawella
705,23,10000.0,Male,Bachelor,Havelock
706,26,30000.0,Male,PhD,Havelock
707,50,12000.0,Male,High School,Ratmalana
708,58,53000.0,Male,Master,Malabe
709,42,8000.0,Female,Bachelor,Polgasowita
710,65,51000.0,Female,PhD,Polgasowita
711,30,24000.0,Male,Bachelor,Union Place
712,26,21000.0,Female,PhD,Colombo
713,30,17000.0,Male,Bachelor,Wellawatthe
714,48,27000.0,Male,Master,Kolonnawa
715,58,22000.0,Male,Master,Avissawella
716,28,38000.0,Male,High School,Polgasowita
717,21,23000.0,Female,High School,Colpetty
718,51,24000.0,Male,PhD,Union Place
719,55,18000.0,Male,Master,Malabe
720,63,21000.0,Female,Bachelor,Dehiwala
721,21,26000.0,Male,Bachelor,Thimbirigasyaya
722,55,9000.0,Male,Bachelor,Aluthkade
723,36,11000.0,Male,High School,Kotte
724,23,32000.0,Female,Bachelor,Dehiwala
725,51,24000.0,Male,High School,Dehiwala
726,35,20000.0,Female,High School,Avissawella
727,30,22000.0,Male,PhD,Kesbewa
728,58,26000.0,Male,Bachelor,Kottawa
729,40,17000.0,Female,Bachelor,Kesbewa
730,36,15000.0,Male,Master,Piliyandala
731,62,24000.0,Male,PhD,Union Place
732,28,14000.0,Female,Master,Thimbirigasyaya
733,18,27000.0,Female,PhD,Padukka
734,41,9000.0,Female,Bachelor,Colpetty
735,24,37000.0,Female,High School,Ratmalana
736,42,28000.0,Female,High School,Havelock
737,38,25000.0,Male,High School,Kottawa
738,32,36000.0,Female,High School,Pamankada
739,18,51000.0,Male,High School,Havelock
740,29,37000.0,Male,Master,Avissawella
741,24,9000.0,Male,PhD,Piliyandala
742,32,12000.0,Female,Bachelor,Polgasowita
743,38,16000.0,Female,Master,Bambalapitiya
744,36,22000.0,Male,PhD,Dehiwala
745,46,29000.0,Female,High School,Bambalapitiya
746,42,15000.0,Female,PhD,Kesbewa
747,50,24000.0,Female,PhD,Padukka
748,66,15000.0,Female,High School,Padukka
749,49,16000.0,Male,High School,Colpetty
750,66,11000.0,Male,High School,Kottawa
751,52,14000.0,Female,Bachelor,Aluthkade
752,61,11000.0,Male,High School,Union Place
753,55,14000.0,Female,Bachelor,Colombo
754,43,37000.0,Female,High School,Aluthkade
755,28,14000.0,Male,Bachelor,Kottawa
756,52,82000.0,Male,PhD,Piliyandala
757,25,28000.0,Male,Master,Colpetty
758,63,24000.0,Female,PhD,Kolonnawa
759,31,14000.0,Male,PhD,Ratmalana
760,27,31000.0,Female,High School,Colpetty
761,19,17000.0,Male,Bachelor,Aluthkade
762,63,23000.0,Male,Master,Kolonnawa
763,26,79000.0,Female,High School,Wellawatthe
764,20,21000.0,Female,High School,Thimbirigasyaya
765,38,39000.0,Female,High School,Havelock
766,43,15000.0,Female,PhD,Avissawella
767,25,22000.0,Female,Bachelor,Union Place
768,65,53000.0,Female,Bachelor,Thimbirigasyaya
769,19,16000.0,Female,Master,Polgasowita
770,23,55000.0,Female,Bachelor,Moratuwa
771,45,31000.0,Male,Bachelor,Union Place
772,46,17000.0,Female,High School,Ratmalana
773,43,30000.0,Female,High School,Piliyandala
774,42,36000.0,Male,PhD,Kesbewa
775,29,30000.0,Female,High School,Kesbewa
776,22,10000.0,Male,High School,Moratuwa
777,51,15000.0,Male,High School,Thimbirigasyaya
778,65,19000.0,Female,High School,Havelock
779,54,21000.0,Male,PhD,Aluthkade
780,32,30000.0,Female,High School,Dehiwala
781,61,24000.0,Male,Master,Kottawa
782,53,11000.0,Male,Master,Colpetty
783,32,27000.0,Male,Master,Kotte
784,60,30000.0,Female,Master,Moratuwa
785,65,29000.0,Female,High School,Dehiwala
786,40,38000.0,Male,Master,Colpetty
787,23,33000.0,Male,High School,Kottawa
788,63,28000.0,Female,PhD,Polgasowita
789,67,21000.0,Female,Master,Union Place
790,61,10000.0,Male,Bachelor,Avissawella
791,60,27000.0,Male,Master,Pamankada
792,62,24000.0,Female,Master,Union Place
793,38,25000.0,Female,High School,Bambalapitiya
794,40,12000.0,Female,Master,Dehiwala
795,60,13000.0,Female,Bachelor,Padukka
796,33,37000.0,Female,High School,Bambalapitiya
797,64,22000.0,Male,High School,Kottawa
798,32,31000.0,Female,PhD,Colpetty
799,42,22000.0,Male,PhD,Kesbewa
800,53,22000.0,Female,Master,Bambalapitiya
