Customer_ID,Age,Income,Gender,Education,Region,Signup_Date,Churned
516,37,32000.0,Female,PhD,North,2023-04-17,0
517,41,28000.0,Female,Master,North,2023-05-03,0
518,67,14000.0,Female,Master,East,2023-04-24,0
519,66,23000.0,Male,PhD,North,2023-04-17,0
520,68,32000.0,Male,Bachelor,East,2023-02-06,0
521,49,10000.0,Female,High School,North,2023-03-20,0
522,58,29000.0,Female,Master,North,2023-04-02,1
523,53,16000.0,Female,Bachelor,South,2023-01-18,1
524,51,29000.0,Female,Master,East,2023-04-08,0
525,53,15000.0,Female,Master,North,2023-03-04,1
526,19,9000.0,Female,High School,East,2023-05-30,0
527,32,10000.0,Male,Master,East,2023-05-19,1
528,51,23000.0,Female,High School,West,2023-01-04,1
529,53,25000.0,Male,High School,South,2023-05-15,1
530,23,14000.0,Male,High School,South,2023-03-02,0
531,56,30000.0,Female,Bachelor,South,2023-04-17,1
532,59,10000.0,Female,PhD,West,2023-02-23,0
533,68,21000.0,Male,Bachelor,West,2023-03-29,1
534,68,12000.0,Female,PhD,South,2023-03-09,0
535,29,16000.0,Female,PhD,West,2023-05-09,1
536,20,23000.0,Male,High School,West,2023-02-24,1
537,62,14000.0,Male,Master,West,2023-01-03,1
538,35,18000.0,Male,High School,South,2023-05-01,0
539,57,36000.0,Female,Master,South,2023-05-09,1
540,38,17000.0,Male,PhD,South,2023-04-12,0
541,32,33000.0,Female,High School,West,2023-02-07,1
542,50,13000.0,Male,Master,South,2023-03-26,0
543,52,29000.0,Male,Bachelor,West,2023-05-13,0
544,43,45000.0,Male,Master,North,2023-04-02,0
545,25,6000.0,Female,High School,West,2023-01-21,0
546,53,15000.0,Female,Bachelor,East,2023-04-19,0
547,65,29000.0,Male,Master,South,2023-02-16,0
548,47,20000.0,Male,Master,South,2023-03-25,0
549,40,27000.0,Male,Master,East,2023-03-24,1
550,59,16000.0,Female,Master,West,2023-02-04,1
551,61,23000.0,Male,Master,North,2023-03-10,0
552,31,20000.0,Female,Bachelor,East,2023-05-09,0
553,31,39000.0,Male,PhD,East,2023-05-20,0
554,19,25000.0,Male,Bachelor,West,2023-01-27,0
555,54,26000.0,Male,Bachelor,South,2023-02-25,1
556,22,18000.0,Male,Bachelor,West,2023-01-23,1
557,55,17000.0,Male,PhD,East,2023-01-21,0
558,62,18000.0,Male,High School,East,2023-03-02,0
559,58,27000.0,Female,PhD,South,2023-03-04,0
560,64,18000.0,Male,Bachelor,South,2023-05-02,1
561,31,25000.0,Female,Master,South,2023-02-21,1
562,56,62000.0,Male,Master,West,2023-03-29,0
563,42,34000.0,Male,Bachelor,South,2023-02-24,0
564,37,19000.0,Female,Master,East,2023-02-15,1
565,19,40000.0,Male,Bachelor,East,2023-02-01,1
566,56,18000.0,Female,Master,North,2023-02-24,0
567,23,8000.0,Female,PhD,West,2023-04-06,0
568,34,13000.0,Male,High School,North,2023-05-13,0
569,42,9000.0,Female,High School,East,2023-02-05,0
570,45,18000.0,Female,PhD,North,2023-04-20,0
571,19,22000.0,Male,PhD,East,2023-04-16,0
572,52,51000.0,Female,Bachelor,North,2023-02-27,0
573,54,26000.0,Male,Bachelor,South,2023-02-08,0
574,22,20000.0,Male,Bachelor,North,2023-03-21,1
575,18,33000.0,Male,Master,South,2023-04-07,0
576,57,7000.0,Male,Bachelor,South,2023-04-23,0
577,29,25000.0,Female,PhD,West,2023-03-02,0
578,53,32000.0,Male,High School,South,2023-05-17,0
579,62,11000.0,Male,Master,South,2023-01-06,1
580,40,39000.0,Female,Bachelor,North,2023-04-19,0
581,64,26000.0,Male,Master,East,2023-02-04,0
582,48,18000.0,Male,Master,West,2023-02-08,1
583,28,30000.0,Female,Bachelor,South,2023-05-30,0
584,27,69000.0,Female,Master,West,2023-04-28,1
585,20,24000.0,Female,High School,North,2023-01-05,0
586,31,25000.0,Female,PhD,South,2023-03-28,0
587,33,18000.0,Female,PhD,North,2023-03-17,0
588,27,14000.0,Female,High School,West,2023-02-26,0
589,46,33000.0,Female,Master,North,2023-05-07,1
590,27,14000.0,Male,Bachelor,West,2023-01-29,1
591,29,23000.0,Female,Master,North,2023-03-28,0
592,47,17000.0,Female,High School,West,2023-05-21,0
593,58,28000.0,Female,Master,East,2023-02-15,1
594,18,26000.0,Male,PhD,North,2023-04-26,1
595,22,37000.0,Male,Master,North,2023-04-22,0
596,37,17000.0,Female,High School,East,2023-02-14,0
597,25,19000.0,Female,PhD,East,2023-05-25,0
598,60,14000.0,Female,Master,North,2023-04-14,1
599,29,18000.0,Male,Master,East,2023-03-26,0
600,18,27000.0,Male,PhD,South,2023-05-14,0
601,37,32000.0,Female,Bachelor,West,2023-04-18,1
602,45,14000.0,Male,PhD,West,2023-01-18,0
603,60,34000.0,Female,Bachelor,West,2023-04-04,0
604,54,43000.0,Male,High School,South,2023-05-30,0
605,64,27000.0,Male,High School,East,2023-02-02,0
606,54,56000.0,Female,PhD,East,2023-05-06,0
607,29,15000.0,Female,PhD,North,2023-05-02,0
608,54,12000.0,Female,High School,East,2023-05-18,0
609,66,9000.0,Female,Bachelor,North,2023-04-25,0
610,66,47000.0,Male,High School,South,2023-01-28,1
611,61,31000.0,Male,PhD,West,2023-01-11,1
612,45,21000.0,Male,High School,West,2023-02-16,0
613,64,25000.0,Female,PhD,West,2023-05-07,0
614,32,13000.0,Male,PhD,East,2023-05-27,0
615,23,75000.0,Female,High School,North,2023-04-28,0
616,61,23000.0,Male,Bachelor,North,2023-05-23,0
617,37,23000.0,Female,Master,South,2023-05-06,1
618,67,32000.0,Female,High School,East,2023-03-13,0
619,31,28000.0,Male,Master,South,2023-04-17,0
620,19,25000.0,Female,High School,North,2023-05-17,0
621,26,15000.0,Female,Master,North,2023-02-02,1
622,54,28000.0,Male,Bachelor,West,2023-01-19,0
623,37,56000.0,Female,Bachelor,East,2023-03-15,1
624,43,43000.0,Female,High School,North,2023-04-08,0
625,46,49000.0,Female,PhD,West,2023-05-21,1
626,18,17000.0,Male,Master,East,2023-05-09,1
627,52,13000.0,Male,PhD,South,2023-04-03,0
628,23,21000.0,Female,PhD,East,2023-02-17,0
629,54,23000.0,Male,PhD,East,2023-03-05,0
630,22,38000.0,Female,Bachelor,North,2023-03-02,0
631,50,9000.0,Female,High School,North,2023-02-08,1
632,66,47000.0,Female,High School,East,2023-05-08,1
633,68,20000.0,Female,Bachelor,North,2023-03-29,1
634,31,18000.0,Female,Bachelor,North,2023-01-26,1
635,29,13000.0,Male,High School,North,2023-01-17,0
636,59,10000.0,Female,PhD,West,2023-03-12,0
637,37,33000.0,Male,Master,West,2023-01-13,1
638,67,23000.0,Male,Master,East,2023-03-10,0
639,41,12000.0,Female,Master,North,2023-01-26,1
640,60,12000.0,Female,PhD,West,2023-02-18,0
641,51,19000.0,Male,High School,East,2023-01-07,0
642,42,51000.0,Male,Bachelor,North,2023-02-27,1
643,67,19000.0,Male,High School,South,2023-02-18,0
644,46,10000.0,Female,PhD,North,2023-04-13,1
645,56,19000.0,Male,Bachelor,North,2023-02-22,1
646,48,19000.0,Female,PhD,West,2023-03-03,1
647,64,6000.0,Female,Master,East,2023-01-17,1
648,60,21000.0,Female,Master,East,2023-01-25,0
649,67,20000.0,Male,PhD,West,2023-05-11,1
650,40,31000.0,Female,Bachelor,North,2023-01-29,0
651,61,56000.0,Female,Bachelor,South,2023-04-27,0
652,55,39000.0,Female,High School,North,2023-01-26,1
653,37,19000.0,Female,Master,North,2023-05-04,0
654,40,13000.0,Female,High School,South,2023-05-24,0
655,62,80000.0,Male,High School,West,2023-01-25,0
656,69,23000.0,Female,PhD,East,2023-02-23,0
657,33,22000.0,Female,PhD,West,2023-03-14,1
658,67,22000.0,Male,High School,West,2023-04-30,0
659,59,24000.0,Female,Master,North,2023-02-25,1
660,25,20000.0,Male,PhD,East,2023-03-06,1
661,67,17000.0,Female,High School,East,2023-04-03,1
662,38,17000.0,Male,High School,West,2023-03-27,0
663,18,22000.0,Male,High School,South,2023-03-21,1
664,25,17000.0,Female,High School,West,2023-04-18,0
665,46,15000.0,Female,High School,South,2023-04-28,1
666,49,23000.0,Female,High School,East,2023-03-24,0
667,55,19000.0,Male,PhD,West,2023-05-27,1
668,22,47000.0,Male,Master,North,2023-01-15,1
669,64,6000.0,Male,High School,West,2023-05-11,0
670,39,38000.0,Female,Bachelor,East,2023-05-19,0
671,64,41000.0,Male,PhD,North,2023-01-30,1
672,51,8000.0,Male,PhD,North,2023-02-26,0
673,18,19000.0,Female,High School,South,2023-05-26,1
674,43,18000.0,Male,PhD,North,2023-05-08,0
675,60,11000.0,Male,High School,North,2023-02-17,0
676,27,15000.0,Female,Master,West,2023-05-16,1
677,47,13000.0,Male,Master,East,2023-01-22,1
678,67,53000.0,Female,PhD,South,2023-01-06,1
679,35,35000.0,Female,PhD,West,2023-04-14,0
680,34,42000.0,Female,Bachelor,North,2023-02-05,1
681,43,32000.0,Female,PhD,North,2023-03-20,0
682,25,13000.0,Female,Bachelor,South,2023-04-26,1
683,64,17000.0,Male,Master,East,2023-02-26,1
684,57,28000.0,Male,Master,South,2023-02-18,0
685,66,12000.0,Female,High School,West,2023-03-23,0
686,29,31000.0,Female,Master,South,2023-03-07,0
687,44,20000.0,Male,Bachelor,North,2023-03-18,1
688,25,18000.0,Female,PhD,West,2023-02-14,0
689,42,31000.0,Female,High School,North,2023-03-20,1
690,63,28000.0,Female,Bachelor,East,2023-01-20,0
691,21,18000.0,Male,PhD,North,2023-05-03,1
692,50,39000.0,Male,High School,North,2023-03-08,1
693,18,13000.0,Female,Master,South,2023-03-24,0
694,36,30000.0,Female,Bachelor,North,2023-01-03,0
695,48,30000.0,Male,PhD,West,2023-03-05,0
696,33,19000.0,Male,High School,West,2023-02-09,1
697,31,26000.0,Female,High School,East,2023-02-28,1
698,65,12000.0,Female,Master,West,2023-03-03,0
699,22,35000.0,Male,PhD,South,2023-05-12,1
700,58,20000.0,Male,Master,East,2023-03-01,0
701,43,17000.0,Male,Master,West,2023-04-26,0
702,45,37000.0,Female,PhD,South,2023-03-16,1
703,19,15000.0,Male,PhD,West,2023-05-02,0
704,67,11000.0,Female,PhD,West,2023-04-17,0
705,23,10000.0,Male,Bachelor,North,2023-04-06,0
706,26,30000.0,Male,PhD,West,2023-04-01,0
707,50,12000.0,Male,High School,West,2023-05-10,0
708,58,53000.0,Male,Master,South,2023-03-03,0
709,42,8000.0,Female,Bachelor,South,2023-02-18,1
710,65,51000.0,Female,PhD,North,2023-05-17,0
711,30,24000.0,Male,Bachelor,West,2023-04-02,0
712,26,21000.0,Female,PhD,North,2023-05-04,0
713,30,17000.0,Male,Bachelor,West,2023-03-02,0
714,48,27000.0,Male,Master,East,2023-02-17,1
715,58,22000.0,Male,Master,East,2023-05-16,1
716,28,38000.0,Male,High School,North,2023-02-27,0
717,21,23000.0,Female,High School,North,2023-04-11,1
718,51,24000.0,Male,PhD,North,2023-04-22,0
719,55,18000.0,Male,Master,South,2023-03-03,0
720,63,21000.0,Female,Bachelor,South,2023-02-08,0
721,21,26000.0,Male,Bachelor,South,2023-02-27,0
722,55,9000.0,Male,Bachelor,North,2023-04-09,0
723,36,11000.0,Male,High School,West,2023-02-13,1
724,23,32000.0,Female,Bachelor,East,2023-01-29,0
725,51,24000.0,Male,High School,North,2023-02-28,1
726,35,20000.0,Female,High School,South,2023-03-12,0
727,30,22000.0,Male,PhD,South,2023-04-02,0
728,58,26000.0,Male,Bachelor,North,2023-01-09,1
729,40,17000.0,Female,Bachelor,North,2023-05-07,0
730,36,15000.0,Male,Master,South,2023-05-14,0
731,62,24000.0,Male,PhD,West,2023-05-25,1
732,28,14000.0,Female,Master,South,2023-05-24,1
733,18,27000.0,Female,PhD,South,2023-05-11,1
734,41,9000.0,Female,Bachelor,North,2023-01-21,1
735,24,37000.0,Female,High School,West,2023-03-05,1
736,42,28000.0,Female,High School,South,2023-03-31,1
737,38,25000.0,Male,High School,South,2023-02-05,0
738,32,36000.0,Female,High School,East,2023-03-03,0
739,18,51000.0,Male,High School,North,2023-03-17,0
740,29,37000.0,Male,Master,East,2023-01-13,0
741,24,9000.0,Male,PhD,East,2023-01-11,1
742,32,12000.0,Female,Bachelor,South,2023-02-23,1
743,38,16000.0,Female,Master,North,2023-01-16,0
744,36,22000.0,Male,PhD,West,2023-01-08,0
745,46,29000.0,Female,High School,South,2023-04-14,1
746,42,15000.0,Female,PhD,West,2023-02-28,0
747,50,24000.0,Female,PhD,West,2023-02-26,1
748,66,15000.0,Female,High School,North,2023-02-09,0
749,49,16000.0,Male,High School,East,2023-05-10,0
750,66,11000.0,Male,High School,North,2023-04-04,0
751,52,14000.0,Female,Bachelor,West,2023-05-18,0
752,61,11000.0,Male,High School,South,2023-02-13,1
753,55,14000.0,Female,Bachelor,West,2023-05-19,1
754,43,37000.0,Female,High School,South,2023-03-21,1
755,28,14000.0,Male,Bachelor,South,2023-03-22,0
756,52,82000.0,Male,PhD,North,2023-01-02,0
757,25,28000.0,Male,Master,West,2023-05-20,1
758,63,24000.0,Female,PhD,East,2023-04-25,1
759,31,14000.0,Male,PhD,West,2023-03-31,0
760,27,31000.0,Female,High School,West,2023-01-23,0
761,19,17000.0,Male,Bachelor,East,2023-05-26,1
762,63,23000.0,Male,Master,North,2023-03-03,0
763,26,79000.0,Female,High School,West,2023-04-23,0
764,20,21000.0,Female,High School,West,2023-05-08,0
765,38,39000.0,Female,High School,South,2023-03-03,0
766,43,15000.0,Female,PhD,West,2023-02-07,1
767,25,22000.0,Female,Bachelor,East,2023-03-02,1
768,65,53000.0,Female,Bachelor,South,2023-05-09,0
769,19,16000.0,Female,Master,North,2023-05-29,0
770,23,55000.0,Female,Bachelor,South,2023-05-02,0
771,45,31000.0,Male,Bachelor,East,2023-04-20,0
772,46,17000.0,Female,High School,East,2023-01-13,0
773,43,30000.0,Female,High School,South,2023-04-10,1
774,42,36000.0,Male,PhD,North,2023-05-15,0
775,29,30000.0,Female,High School,South,2023-01-22,0
776,22,10000.0,Male,High School,North,2023-03-15,0
777,51,15000.0,Male,High School,South,2023-05-12,0
778,65,19000.0,Female,High School,East,2023-01-23,0
779,54,21000.0,Male,PhD,West,2023-04-29,0
780,32,30000.0,Female,High School,West,2023-03-11,1
781,61,24000.0,Male,Master,North,2023-03-25,0
782,53,11000.0,Male,Master,North,2023-04-11,0
783,32,27000.0,Male,Master,North,2023-03-25,1
784,60,30000.0,Female,Master,East,2023-01-28,1
785,65,29000.0,Female,High School,South,2023-05-16,0
786,40,38000.0,Male,Master,East,2023-01-01,1
787,23,33000.0,Male,High School,West,2023-03-04,0
788,63,28000.0,Female,PhD,North,2023-01-22,0
789,67,21000.0,Female,Master,South,2023-03-11,0
790,61,10000.0,Male,Bachelor,West,2023-05-05,1
791,60,27000.0,Male,Master,West,2023-05-29,1
792,62,24000.0,Female,Master,West,2023-04-06,0
793,38,25000.0,Female,High School,East,2023-03-20,0
794,40,12000.0,Female,Master,North,2023-01-05,1
795,60,13000.0,Female,Bachelor,West,2023-03-01,0
796,33,37000.0,Female,High School,North,2023-04-30,0
797,64,22000.0,Male,High School,East,2023-02-15,1
798,32,31000.0,Female,PhD,West,2023-05-14,1
799,42,22000.0,Male,PhD,East,2023-02-25,1
800,53,22000.0,Female,Master,East,2023-04-20,1
